ID,NightLord,Special,Start_190,Treasure_800,Event_30*0,EventFlag,EvPat_30**,EvPatFlag,RotRew_500,Day1Boss,Day1Loc,Day2Boss,Day2Loc,extra1,extra2
160,4,0,701,8003,3090,7706,0,0,0,4927,1002,4925,1008,-1,-1
161,4,0,701,8011,3060,7725,3100,220,0,4770,1004,4921,1008,-1,-1
162,4,0,700,8007,0,0,0,0,0,4790,1002,4921,1009,-1,-1
163,4,0,704,8008,0,0,0,0,0,4770,1008,4925,1000,-1,-1
164,4,0,701,8002,0,0,0,0,0,4790,1000,4880,1009,-1,-1
165,4,0,705,8003,0,0,0,0,0,4927,1002,4921,1007,-1,-1
166,4,0,702,8010,0,0,0,0,0,4800,1005,4925,1011,-1,-1
167,4,0,707,8011,0,0,0,0,0,4800,1010,4921,1006,-1,-1
168,4,0,700,8011,3060,7705,3100,220,0,4930,1001,4921,1008,-1,-1
169,4,0,703,8009,0,0,0,0,0,4770,1003,4880,1006,-1,-1
170,4,0,706,8007,0,0,0,0,0,4930,1007,4921,1000,-1,-1
171,4,0,704,8003,0,0,0,0,0,4800,1001,4921,1008,-1,-1
172,4,0,706,8006,0,0,0,0,0,4790,1007,4880,1011,-1,-1
173,4,0,705,8011,3060,7705,3100,220,0,4800,1004,4921,1002,-1,-1
174,4,0,707,8011,3090,7706,0,0,0,4790,1011,4925,1001,-1,-1
175,4,0,705,8010,3060,7725,3100,220,0,4770,1003,4925,1002,-1,-1
176,4,0,708,8006,0,0,0,0,0,4927,1001,4880,1004,-1,-1
177,4,0,703,8001,3080,7727,3500,1044360220,0,4927,1011,4921,1007,-1,-1
178,4,0,703,8003,0,0,0,0,0,4930,1011,4925,1004,-1,-1
179,4,0,703,8001,3080,7727,3500,1044360220,0,4930,1011,4921,1007,-1,-1
180,4,1,708,8010,3080,7707,3500,1044360220,0,4930,1003,4925,1023,-1,-1
181,4,1,708,8008,3060,7705,3100,220,0,4790,1010,4880,1023,-1,-1
182,4,1,708,8003,0,0,0,0,0,4927,1003,4921,1023,-1,-1
183,4,1,707,8009,0,0,0,0,0,4800,1003,4925,1023,-1,-1
184,4,1,708,8008,0,0,0,0,0,4770,1003,4921,1023,-1,-1
185,4,2,707,8011,0,0,0,0,0,4790,1001,4921,1024,-1,-1
186,4,2,704,8008,0,0,0,0,0,4930,1004,4880,1024,-1,-1
187,4,2,704,8008,3060,7725,3100,220,0,4800,1004,4925,1024,-1,-1
188,4,2,705,8011,3090,7726,0,0,0,4770,1010,4921,1024,-1,-1
189,4,2,701,8001,0,0,0,0,0,4927,1005,4925,1024,-1,-1
190,4,3,700,8002,0,0,0,0,1046300590,4800,1001,4925,1021,-1,-1
191,4,3,700,8007,3090,7726,0,0,1047300590,4927,1008,4925,1021,-1,-1
192,4,3,706,8001,0,0,0,0,1057300590,4790,1011,4921,1021,-1,-1
193,4,3,702,8002,0,0,0,0,1057300590,4930,1002,4880,1021,-1,-1
194,4,3,708,8000,3060,7725,3100,220,1047300590,4770,1001,4921,1021,-1,-1
195,4,5,708,8003,3080,7727,3500,1044380230,0,4927,1002,4880,1025,-1,-1
196,4,5,705,8005,3060,7705,3100,220,0,4800,1011,4925,1025,-1,-1
197,4,5,702,8010,0,0,0,0,0,4790,1001,4925,1025,-1,-1
198,4,5,704,8006,0,0,0,0,0,4770,1002,4921,1025,-1,-1
199,4,5,703,8007,0,0,0,0,0,4930,1011,4921,1025,-1,-1
200,5,0,704,8008,0,0,0,0,0,4780,1010,4820,1002,-1,-1
201,5,0,703,8006,3070,7725,3100,220,0,4930,1001,4926,1004,-1,-1
202,5,0,703,8005,3070,7705,3100,220,0,4790,1002,4926,1005,-1,-1
203,5,0,700,8007,0,0,0,0,0,4890,1008,4820,1000,-1,-1
204,5,0,704,8008,3030,7704,3600,1150,0,4928,1007,4926,1001,-1,-1
205,5,0,702,8001,0,0,0,0,0,4790,1000,4820,1010,-1,-1
206,5,0,700,8001,3070,7705,3100,220,0,4928,1007,4923,1002,-1,-1
207,5,0,701,8000,0,0,0,0,0,4890,1006,4923,1011,-1,-1
208,5,0,708,8010,0,0,0,0,0,4890,1010,4926,1006,-1,-1
209,5,0,708,8011,3000,7720,0,0,0,4790,1000,4820,1011,-1,4840
210,5,0,702,8005,0,0,0,0,0,4790,1010,4820,1004,-1,-1
211,5,0,700,8005,3000,7700,0,0,0,4780,1000,4923,1002,4917,-1
212,5,0,706,8002,0,0,0,0,0,4780,1003,4820,1006,-1,-1
213,5,0,707,8011,0,0,0,0,0,4930,1005,4923,1008,-1,-1
214,5,0,701,8007,3070,7725,3100,220,0,4928,1007,4820,1000,-1,-1
215,5,0,707,8001,3070,7705,3100,220,0,4928,1002,4820,1003,-1,-1
216,5,0,704,8011,0,0,0,0,0,4780,1008,4923,1000,-1,-1
217,5,0,708,8006,0,0,0,0,0,4930,1002,4926,1005,-1,-1
218,5,0,700,8009,0,0,0,0,0,4890,1004,4820,1002,-1,-1
219,5,0,704,8001,0,0,0,0,0,4930,1001,4820,1010,-1,-1
220,5,1,706,8003,3000,7700,0,0,0,4890,1009,4923,1023,4924,-1
221,5,1,707,8004,0,0,0,0,0,4780,1010,4926,1023,-1,-1
222,5,1,707,8007,0,0,0,0,0,4930,1000,4820,1023,-1,-1
223,5,1,707,8000,0,0,0,0,0,4790,1009,4820,1023,-1,-1
224,5,1,701,8000,3070,7705,3100,220,0,4928,1000,4923,1023,-1,-1
225,5,2,700,8010,3070,7705,3100,220,0,4790,1003,4926,1024,-1,-1
226,5,2,702,8000,0,0,0,0,0,4930,1005,4923,1024,-1,-1
227,5,2,701,8005,3030,7724,3600,1152,0,4780,1007,4820,1024,-1,-1
228,5,2,700,8009,0,0,0,0,0,4890,1007,4923,1024,-1,-1
229,5,2,708,8010,0,0,0,0,0,4928,1005,4820,1024,-1,-1
230,5,3,701,8000,0,0,0,0,1047300590,4790,1002,4923,1022,-1,-1
231,5,3,703,8001,3070,7705,3100,220,1046300590,4890,1000,4820,1021,-1,-1
232,5,3,708,8004,0,0,0,0,1047300590,4780,1006,4926,1021,-1,-1
233,5,3,706,8000,0,0,0,0,1057300590,4930,1006,4820,1021,-1,-1
234,5,3,701,8003,3000,7720,0,0,1046300590,4928,1008,4926,1021,-1,4830
235,5,5,705,8004,3030,7704,3600,1154,0,4890,1002,4923,1025,-1,-1
236,5,5,702,8004,0,0,0,0,0,4780,1001,4820,1025,-1,-1
237,5,5,702,8007,0,0,0,0,0,4930,1011,4926,1025,-1,-1
238,5,5,705,8010,0,0,0,0,0,4928,1001,4820,1025,-1,-1
239,5,5,705,8011,3070,7725,3100,220,0,4790,1011,4926,1025,-1,-1
240,6,0,706,8010,3070,7705,3100,220,0,4990,1004,4830,1011,-1,-1
241,6,0,700,8010,0,0,0,0,0,4990,1000,4830,1010,-1,-1
242,6,0,701,8008,3010,7701,0,0,0,4810,1007,4830,1002,-1,-1
243,6,0,700,8005,0,0,0,0,0,4910,1009,4830,1000,-1,-1
244,6,0,705,8007,0,0,0,0,0,4810,1005,4850,1011,-1,-1
245,6,0,700,8009,3050,7705,3100,220,0,4800,1002,4880,1006,-1,-1
246,6,0,705,8009,0,0,0,0,0,4910,1002,4830,1005,-1,-1
247,6,0,705,8006,0,0,0,0,0,4800,1001,4850,1011,-1,-1
248,6,0,705,8006,0,0,0,0,0,4770,1011,4850,1006,-1,-1
249,6,0,708,8006,3070,7725,3100,220,0,4810,1003,4830,1006,-1,-1
250,6,0,707,8008,0,0,0,0,0,4910,1005,4850,1011,-1,-1
251,6,0,707,8006,0,0,0,0,0,4990,1007,4830,1000,-1,-1
252,6,0,707,8011,3050,7725,3100,220,0,4910,1005,4880,1011,-1,-1
253,6,0,701,8001,0,0,0,0,0,4810,1002,4830,1009,-1,-1
254,6,0,702,8000,0,0,0,0,0,4770,1003,4880,1011,-1,-1
255,6,0,706,8010,3050,7725,3100,220,0,4800,1002,4850,1006,-1,-1
256,6,0,702,8006,0,0,0,0,0,4990,1005,4880,1008,-1,-1
257,6,0,704,8000,3050,7705,3100,220,0,4800,1002,4830,1004,-1,-1
258,6,0,703,8000,0,0,0,0,0,4770,1011,4850,1003,-1,-1
259,6,0,703,8000,3020,7702,0,0,0,4770,1011,4830,1009,-1,-1
260,6,1,707,8004,3050,7725,3100,220,0,4990,1009,4880,1023,-1,-1
261,6,1,705,8011,0,0,0,0,0,4810,1003,4830,1023,-1,-1
262,6,1,706,8008,3070,7725,3100,220,0,4910,1010,4850,1023,-1,-1
263,6,1,707,8011,0,0,0,0,0,4770,1011,4830,1023,-1,-1
264,6,1,708,8004,0,0,0,0,0,4800,1000,4850,1023,-1,-1
265,6,2,702,8009,0,0,0,0,0,4910,1003,4830,1024,-1,-1
266,6,2,701,8009,3050,7705,3100,220,0,4800,1001,4830,1024,-1,-1
267,6,2,702,8008,3020,7722,0,0,0,4810,1003,4880,1024,-1,-1
268,6,2,708,8010,0,0,0,0,0,4990,1003,4850,1024,-1,-1
269,6,2,702,8001,0,0,0,0,0,4770,1011,4850,1024,-1,-1
270,6,3,703,8001,0,0,0,0,1047300590,4800,1004,4830,1022,-1,-1
271,6,3,701,8005,0,0,0,0,1047300590,4810,1006,4880,1021,-1,-1
272,6,3,706,8005,3070,7705,3100,220,1057300590,4770,1004,4850,1022,-1,-1
273,6,3,703,8002,3020,7702,0,0,1046300590,4990,1008,4850,1022,-1,-1
274,6,3,702,8006,0,0,0,0,1057300590,4910,1004,4830,1022,-1,-1
275,6,5,707,8001,3050,7725,3100,220,0,4910,1002,4880,1025,-1,-1
276,6,5,702,8007,0,0,0,0,0,4800,1011,4830,1025,-1,-1
277,6,5,705,8001,0,0,0,0,0,4770,1011,4850,1025,-1,-1
278,6,5,707,8007,3010,7721,0,0,0,4990,1011,4850,1025,-1,-1
279,6,5,706,8002,0,0,0,0,0,4810,1011,4830,1025,-1,-1
280,7,0,705,8011,0,0,0,0,0,4917,1001,4921,1009,-1,-1
281,7,0,703,8011,0,0,0,0,0,4810,1010,4918,1001,-1,-1
282,7,0,707,8008,0,0,0,0,0,4800,1003,4919,1006,-1,-1
283,7,0,706,8004,0,0,0,0,0,4917,1000,4830,1007,-1,-1
284,7,0,700,8004,0,0,0,0,0,4927,1004,4925,1010,-1,-1
285,7,0,705,8005,3040,7725,3100,220,0,4890,1002,4840,1004,-1,-1
286,7,0,707,8008,0,0,0,0,0,4990,1002,4921,1005,-1,-1
287,7,0,705,8006,3060,7725,3100,220,0,4930,1003,4820,1002,-1,-1
288,7,0,702,8008,3040,7725,3100,220,0,4929,1003,4850,1002,-1,-1
289,7,0,700,8009,0,0,0,0,0,4924,1001,4923,1007,-1,-1
290,7,0,704,8002,0,0,0,0,0,4928,1011,4920,1004,-1,-1
291,7,0,700,8009,0,0,0,0,0,4780,1003,4919,1001,-1,-1
292,7,0,706,8000,3050,7705,3100,220,0,4790,1006,4820,1009,-1,-1
293,7,0,702,8003,3050,7705,3100,220,0,4990,1009,4926,1008,-1,-1
294,7,0,708,8003,0,0,0,0,0,4930,1002,4918,1006,-1,-1
295,7,0,701,8004,3070,7725,3100,220,0,4910,1003,4880,1011,-1,-1
296,7,0,706,8002,3060,7725,3100,220,0,4770,1002,4860,1011,-1,-1
297,7,0,701,8010,0,0,0,0,0,4928,1009,4926,1001,-1,-1
298,7,0,703,8005,3070,7705,3100,220,0,4927,1009,4920,1006,-1,-1
299,7,0,706,8000,0,0,0,0,0,4910,1010,4830,1000,-1,-1
300,7,1,708,8010,3060,7705,3100,220,0,4917,1009,4918,1023,-1,-1
301,7,1,704,8009,0,0,0,0,0,4928,1009,4923,1023,-1,-1
302,7,1,704,8003,3050,7725,3100,220,0,4770,1011,4920,1023,-1,-1
303,7,1,704,8007,0,0,0,0,0,4927,1010,4918,1023,-1,-1
304,7,1,706,8004,0,0,0,0,0,4890,1000,4921,1023,-1,-1
305,7,2,700,8005,0,0,0,0,0,4910,1010,4925,1024,-1,-1
306,7,2,708,8010,3060,7705,3100,220,0,4924,1009,4840,1024,-1,-1
307,7,2,704,8004,0,0,0,0,0,4930,1003,4850,1024,-1,-1
308,7,2,705,8004,0,0,0,0,0,4929,1001,4926,1024,-1,-1
309,7,2,702,8001,3040,7725,3100,220,0,4990,1007,4860,1024,-1,-1
310,7,3,708,8006,0,0,0,0,1046300590,4780,1000,4820,1022,-1,-1
311,7,3,702,8007,0,0,0,0,1047300590,4929,1001,4919,1021,-1,-1
312,7,3,702,8007,3070,7725,3100,220,1046300590,4800,1000,4830,1021,-1,-1
313,7,3,706,8002,3040,7705,3100,220,1057300590,4810,1003,4918,1022,-1,-1
314,7,3,701,8004,0,0,0,0,1057300590,4790,1008,4840,1021,-1,-1
315,7,5,707,8001,0,0,0,0,0,4917,1011,4830,1025,-1,-1
316,7,5,707,8002,3050,7725,3100,220,0,4930,1011,4919,1025,-1,-1
317,7,5,708,8011,0,0,0,0,0,4924,1002,4920,1025,-1,-1
318,7,5,706,8006,0,0,0,0,0,4990,1011,4921,1025,-1,-1
319,7,5,708,8001,3070,7725,3100,220,0,4910,1001,4820,1025,-1,-1
